sembol,karar,giris_zaman,giris_fiyat,cikis_zaman,cikis_fiyat,getiri_%,nedenler
ESEN.IS,AL,2026-08-18 08:20,3.5399999618530273,2026-08-18 09:20,3.559999942779541,0.56,Hacim satış yönünde belirgin arttı
EUPWR.IS,GÜÇLÜ AL,2026-08-18 08:20,95.80000305175781,2026-08-18 09:20,95.30000305175781,-0.52,Hacim satış yönünde belirgin arttı
KORDS.IS,GÜÇLÜ AL,2026-08-18 08:20,91.5999984741211,2026-08-18 09:20,91.94999694824219,0.38,Hacim satış yönünde belirgin arttı
TUCLK.IS,AL,2026-08-18 08:20,3.9800000190734863,2026-08-18 09:20,3.930000066757202,-1.26,Hacim satış yönünde belirgin arttı
BRSAN.IS,AL,2026-08-12 12:36,616.5,2026-08-18 10:04,654.5,6.16,MACD aşağı kesişim yaptı
TRCAS.IS,GÜÇLÜ AL,2026-08-14 10:38,46.220001220703125,2026-08-18 10:04,45.20000076293945,-2.21,MACD aşağı kesişim yaptı
EGPRO.IS,GÜÇLÜ AL,2026-08-17 14:59,35.560001373291016,2026-08-18 10:04,34.939998626708984,-1.74,MACD aşağı kesişim yaptı; RSI 50'nin altına düştü; Fiyat EMA50'nin altında kapandı
BIGEN.IS,GÜÇLÜ AL,2026-08-17 15:56,133.1999969482422,2026-08-18 10:04,130.10000610351562,-2.33,MACD aşağı kesişim yaptı
BAYRK.IS,AL,2026-08-18 08:20,4.920000076293945,2026-08-18 10:04,4.760000228881836,-3.25,Hacim satış yönünde belirgin arttı
KLSYN.IS,AL,2026-08-18 09:20,15.510000228881836,2026-08-18 10:04,15.5,-0.06,MACD aşağı kesişim yaptı
MANAS.IS,AL,2026-08-14 12:31,33.20000076293945,2026-08-18 11:59,33.0,-0.6,Hacim satış yönünde belirgin arttı
CEMZY.IS,GÜÇLÜ AL,2026-08-18 09:20,14.329999923706055,2026-08-18 11:59,14.210000038146973,-0.84,Hacim satış yönünde belirgin arttı
TGSAS.IS,GÜÇLÜ AL,2026-08-18 09:20,205.8000030517578,2026-08-18 11:59,203.89999389648438,-0.92,Hacim satış yönünde belirgin arttı
AYES.IS,AL,2026-08-18 11:02,32.0,2026-08-18 11:59,31.959999084472656,-0.13,Hacim satış yönünde belirgin arttı
ANELE.IS,AL,2026-08-12 00:40,128.5,2026-08-18 14:07,136.6999969482422,6.38,MACD aşağı kesişim yaptı
SARKY.IS,GÜÇLÜ AL,2026-08-17 09:25,26.639999389648438,2026-08-18 14:07,25.68000030517578,-3.6,MACD aşağı kesişim yaptı
SMART.IS,AL,2026-08-17 09:25,25.600000381469727,2026-08-18 14:07,24.5,-4.3,Fiyat EMA50'nin altında kapandı
GESAN.IS,GÜÇLÜ AL,2026-08-18 08:20,84.4000015258789,2026-08-18 14:07,82.5999984741211,-2.13,MACD aşağı kesişim yaptı
FRMPL.IS,GÜÇLÜ AL,2026-08-18 09:20,37.7599983215332,2026-08-18 14:21,36.540000915527344,-3.23,MACD aşağı kesişim yaptı
KRDMD.IS,AL,2026-08-18 09:20,44.20000076293945,2026-08-18 14:21,43.720001220703125,-1.09,Hacim satış yönünde belirgin arttı
AYES.IS,AL,2026-08-18 14:07,31.959999084472656,2026-08-18 14:21,31.959999084472656,0.0,Hacim satış yönünde belirgin arttı
PEKGY.IS,GÜÇLÜ AL,2026-08-13 14:44,15.34000015258789,2026-08-18 15:19,15.069999694824219,-1.76,Hacim satış yönünde belirgin arttı
DERIM.IS,GÜÇLÜ AL,2026-08-17 09:25,36.52000045776367,2026-08-18 15:19,36.18000030517578,-0.93,Hacim satış yönünde belirgin arttı
YATAS.IS,AL,2026-08-17 09:25,33.900001525878906,2026-08-18 15:19,34.20000076293945,0.88,Hacim satış yönünde belirgin arttı
AKFIS.IS,GÜÇLÜ AL,2026-08-18 09:20,16.260000228881836,2026-08-18 15:19,16.209999084472656,-0.31,Hacim satış yönünde belirgin arttı
BAYRK.IS,AL,2026-08-18 11:02,4.820000171661377,2026-08-18 15:19,4.880000114440918,1.24,Hacim satış yönünde belirgin arttı
DYOBY.IS,GÜÇLÜ AL,2026-08-18 11:02,13.920000076293945,2026-08-18 15:19,13.779999732971191,-1.01,Hacim satış yönünde belirgin arttı
MACKO.IS,AL,2026-08-18 11:02,36.79999923706055,2026-08-18 15:19,36.5,-0.82,Hacim satış yönünde belirgin arttı
GATEG.IS,AL,2026-08-18 11:02,303.0,2026-08-18 16:03,303.0,0.0,MACD aşağı kesişim yaptı
GOLTS.IS,AL,2026-08-18 15:19,314.75,2026-08-18 16:03,313.5,-0.4,Hacim satış yönünde belirgin arttı
ORGE.IS,GÜÇLÜ AL,2026-08-18 15:19,111.4000015258789,2026-08-18 16:03,111.5,0.09,Hacim satış yönünde belirgin arttı
SELEC.IS,GÜÇLÜ AL,2026-08-12 14:44,230.1999969482422,2026-08-19 09:07,264.25,14.79,Kar hedefine ulaşıldı (261.40)
BJKAS.IS,GÜÇLÜ AL,2026-08-17 09:25,2.0199999809265137,2026-08-19 09:07,2.440000057220459,20.79,Kar hedefine ulaşıldı (2.30)
POLHO.IS,AL,2026-08-17 09:25,22.68000030517578,2026-08-19 09:07,22.719999313354492,0.18,MACD aşağı kesişim yaptı
KUVVA.IS,GÜÇLÜ AL,2026-08-17 11:03,163.89999389648438,2026-08-19 09:07,191.1999969482422,16.66,Kar hedefine ulaşıldı (181.53)
IHAAS.IS,GÜÇLÜ AL,2026-08-17 11:56,59.54999923706055,2026-08-19 09:07,58.95000076293945,-1.01,Hacim satış yönünde belirgin arttı
RNPOL.IS,GÜÇLÜ AL,2026-08-17 15:56,2.5299999713897705,2026-08-19 09:07,2.5999999046325684,2.77,Hacim satış yönünde belirgin arttı
KRPLS.IS,GÜÇLÜ AL,2026-08-18 08:20,10.420000076293945,2026-08-19 09:07,10.010000228881836,-3.93,MACD aşağı kesişim yaptı; Hacim satış yönünde belirgin arttı
MNDRS.IS,AL,2026-08-18 08:20,11.550000190734863,2026-08-19 09:07,10.989999771118164,-4.85,Hacim satış yönünde belirgin arttı; Stop-loss tetiklendi (11.14)
NETAS.IS,GÜÇLÜ AL,2026-08-18 08:20,75.0999984741211,2026-08-19 09:07,82.5999984741211,9.99,Kar hedefine ulaşıldı (81.75)
AVGYO.IS,GÜÇLÜ AL,2026-08-18 09:20,16.850000381469727,2026-08-19 09:07,16.68000030517578,-1.01,MACD aşağı kesişim yaptı
FONET.IS,GÜÇLÜ AL,2026-08-18 09:20,5.46999979019165,2026-08-19 09:07,5.260000228881836,-3.84,Hacim satış yönünde belirgin arttı
KNFRT.IS,GÜÇLÜ AL,2026-08-18 09:20,12.420000076293945,2026-08-19 09:07,11.710000038146973,-5.72,MACD aşağı kesişim yaptı; RSI 50'nin altına düştü; Fiyat EMA50'nin altında kapandı
MEPET.IS,AL,2026-08-18 09:20,20.5,2026-08-19 09:07,21.020000457763672,2.54,Hacim satış yönünde belirgin arttı
GOODY.IS,AL,2026-08-18 11:02,3.0999999046325684,2026-08-19 09:07,2.8299999237060547,-8.71,Stop-loss tetiklendi (2.87)
SONME.IS,GÜÇLÜ AL,2026-08-18 11:02,138.60000610351562,2026-08-19 09:07,158.5,14.36,Kar hedefine ulaşıldı (154.46)
HURGZ.IS,AL,2026-08-18 15:19,7.860000133514404,2026-08-19 09:07,7.840000152587891,-0.25,Hacim satış yönünde belirgin arttı
TURGG.IS,GÜÇLÜ AL,2026-08-18 15:19,27.899999618530273,2026-08-19 09:07,27.760000228881836,-0.5,Hacim satış yönünde belirgin arttı
DYOBY.IS,GÜÇLÜ AL,2026-08-18 16:03,13.869999885559082,2026-08-19 09:07,13.569999694824219,-2.16,Hacim satış yönünde belirgin arttı
MACKO.IS,GÜÇLÜ AL,2026-08-18 16:03,36.5,2026-08-19 09:07,37.08000183105469,1.59,Hacim satış yönünde belirgin arttı
ALGYO.IS,GÜÇLÜ AL,2026-08-18 08:20,3.619999885559082,2026-08-19 09:23,3.690000057220459,1.93,Hacim satış yönünde belirgin arttı
BINBN.IS,GÜÇLÜ AL,2026-08-18 09:20,183.0,2026-08-19 09:23,179.8000030517578,-1.75,RSI 50'nin altına düştü
ETILR.IS,GÜÇLÜ AL,2026-08-18 09:20,6.050000190734863,2026-08-19 09:23,6.119999885559082,1.16,Hacim satış yönünde belirgin arttı
CELHA.IS,GÜÇLÜ AL,2026-08-18 11:59,26.84000015258789,2026-08-19 09:23,26.719999313354492,-0.45,Hacim satış yönünde belirgin arttı
AVOD.IS,GÜÇLÜ AL,2026-08-19 09:07,3.950000047683716,2026-08-19 09:23,3.930000066757202,-0.51,Hacim satış yönünde belirgin arttı
BAGFS.IS,AL,2026-08-19 09:07,27.1200008392334,2026-08-19 09:23,27.0,-0.44,Hacim satış yönünde belirgin arttı
BASGZ.IS,AL,2026-08-19 09:07,44.13999938964844,2026-08-19 09:23,44.099998474121094,-0.09,Hacim satış yönünde belirgin arttı
GOLTS.IS,GÜÇLÜ AL,2026-08-19 09:07,308.25,2026-08-19 09:23,309.5,0.41,Hacim satış yönünde belirgin arttı
KGYO.IS,AL,2026-08-19 09:07,12.270000457763672,2026-08-19 09:23,12.140000343322754,-1.06,MACD aşağı kesişim yaptı; Hacim satış yönünde belirgin arttı
KORDS.IS,AL,2026-08-19 09:07,92.1500015258789,2026-08-19 09:23,92.05000305175781,-0.11,Hacim satış yönünde belirgin arttı
OSMEN.IS,GÜÇLÜ AL,2026-08-19 09:07,8.289999961853027,2026-08-19 09:23,8.289999961853027,0.0,Hacim satış yönünde belirgin arttı
TGSAS.IS,AL,2026-08-19 09:07,195.8000030517578,2026-08-19 09:23,195.89999389648438,0.05,Hacim satış yönünde belirgin arttı
TKNSA.IS,GÜÇLÜ AL,2026-08-19 09:07,19.530000686645508,2026-08-19 09:23,19.530000686645508,0.0,Hacim satış yönünde belirgin arttı
TSGYO.IS,AL,2026-08-19 09:07,5.960000038146973,2026-08-19 09:23,5.900000095367432,-1.01,Hacim satış yönünde belirgin arttı; Fiyat EMA50'nin altında kapandı
ATATP.IS,GÜÇLÜ AL,2026-08-14 10:38,281.0,2026-08-19 10:04,282.25,0.44,MACD aşağı kesişim yaptı
BESTE.IS,GÜÇLÜ AL,2026-08-18 09:20,33.900001525878906,2026-08-19 10:04,34.0,0.29,MACD aşağı kesişim yaptı
FONET.IS,AL,2026-08-19 09:23,5.230000019073486,2026-08-19 10:04,5.179999828338623,-0.96,RSI 50'nin altına düştü; Fiyat EMA50'nin altında kapandı
SVGYO.IS,AL,2026-08-18 14:07,16.75,2026-08-19 10:59,16.860000610351562,0.66,Hacim satış yönünde belirgin arttı
TBORG.IS,AL,2026-08-18 15:19,146.3000030517578,2026-08-19 10:59,149.39999389648438,2.12,Hacim satış yönünde belirgin arttı
ALARK.IS,AL,2026-08-18 08:20,105.0999984741211,2026-08-19 14:08,113.5999984741211,8.09,Kar hedefine ulaşıldı (113.23)
TRHOL.IS,GÜÇLÜ AL,2026-08-18 11:59,2166.0,2026-08-19 14:08,2295.0,5.96,Hacim satış yönünde belirgin arttı
IHAAS.IS,GÜÇLÜ AL,2026-08-19 09:23,58.79999923706055,2026-08-19 14:08,58.25,-0.94,MACD aşağı kesişim yaptı
RNPOL.IS,AL,2026-08-19 09:23,2.559999942779541,2026-08-19 14:08,2.509999990463257,-1.95,MACD aşağı kesişim yaptı
ARSAN.IS,AL,2026-08-14 15:39,3.490000009536743,2026-08-19 14:59,3.809999942779541,9.17,Kar hedefine ulaşıldı (3.75)
KLMSN.IS,AL,2026-08-18 11:59,30.420000076293945,2026-08-19 14:59,29.5,-3.02,MACD aşağı kesişim yaptı
BLUME.IS,AL,2026-08-19 09:23,40.040000915527344,2026-08-19 14:59,40.5,1.15,Hacim satış yönünde belirgin arttı
DIRIT.IS,AL,2026-08-19 14:08,28.0,2026-08-19 14:59,28.0,0.0,Hacim satış yönünde belirgin arttı
EGGUB.IS,GÜÇLÜ AL,2026-08-18 09:20,99.5999984741211,2026-08-19 15:18,103.30000305175781,3.71,Hacim satış yönünde belirgin arttı
BAYRK.IS,AL,2026-08-18 16:03,4.880000114440918,2026-08-19 15:18,4.690000057220459,-3.89,Hacim satış yönünde belirgin arttı
BESLR.IS,GÜÇLÜ AL,2026-08-19 09:07,13.529999732971191,2026-08-19 15:18,13.90999984741211,2.81,Hacim satış yönünde belirgin arttı
INDES.IS,AL,2026-08-19 09:07,11.239999771118164,2026-08-19 15:18,11.359999656677246,1.07,Hacim satış yönünde belirgin arttı
ATEKS.IS,AL,2026-08-17 15:56,112.0,2026-08-19 16:04,109.0999984741211,-2.59,Fiyat EMA50'nin altında kapandı; Stop-loss tetiklendi (109.35)
BRKO.IS,GÜÇLÜ AL,2026-08-18 11:02,13.0,2026-08-19 16:04,12.800000190734863,-1.54,MACD aşağı kesişim yaptı
BAGFS.IS,GÜÇLÜ AL,2026-08-19 15:18,26.940000534057617,2026-08-19 16:04,26.959999084472656,0.07,Hacim satış yönünde belirgin arttı
MPARK.IS,AL,2026-08-19 15:18,444.5,2026-08-19 16:04,444.0,-0.11,Hacim satış yönünde belirgin arttı
TBORG.IS,GÜÇLÜ AL,2026-08-19 15:18,149.10000610351562,2026-08-19 16:04,149.1999969482422,0.07,Hacim satış yönünde belirgin arttı
METRO.IS,AL,2026-08-12 11:14,8.329999923706055,2026-08-20 09:06,8.850000381469727,6.24,MACD aşağı kesişim yaptı
ATATR.IS,AL,2026-08-17 09:25,15.319999694824219,2026-08-20 09:06,15.359999656677246,0.26,Hacim satış yönünde belirgin arttı
CEOEM.IS,AL,2026-08-17 11:56,25.399999618530273,2026-08-20 09:06,24.84000015258789,-2.2,Hacim satış yönünde belirgin arttı
OTKAR.IS,GÜÇLÜ AL,2026-08-18 08:20,327.25,2026-08-20 09:06,321.25,-1.83,Hacim satış yönünde belirgin arttı
CLEBI.IS,AL,2026-08-18 09:20,1524.0,2026-08-20 09:06,1522.0,-0.13,Hacim satış yönünde belirgin arttı
KCAER.IS,AL,2026-08-18 09:20,16.110000610351562,2026-08-20 09:06,16.399999618530273,1.8,Hacim satış yönünde belirgin arttı
KCHOL.IS,AL,2026-08-18 09:20,207.0,2026-08-20 09:06,212.5,2.66,Hacim satış yönünde belirgin arttı
KRDMA.IS,AL,2026-08-18 09:20,45.02000045776367,2026-08-20 09:06,48.5,7.73,Hacim satış yönünde belirgin arttı
SOKM.IS,AL,2026-08-18 09:20,53.349998474121094,2026-08-20 09:06,57.0,6.84,Hacim satış yönünde belirgin arttı
BIMAS.IS,AL,2026-08-18 15:19,405.0,2026-08-20 09:06,409.75,1.17,Hacim satış yönünde belirgin arttı
DOKTA.IS,AL,2026-08-19 09:07,25.1200008392334,2026-08-20 09:06,24.34000015258789,-3.11,Hacim satış yönünde belirgin arttı
GUBRF.IS,AL,2026-08-19 09:07,449.25,2026-08-20 09:06,461.0,2.62,Hacim satış yönünde belirgin arttı
KRDMD.IS,GÜÇLÜ AL,2026-08-19 09:07,45.79999923706055,2026-08-20 09:06,45.2599983215332,-1.18,Hacim satış yönünde belirgin arttı
KUVVA.IS,GÜÇLÜ AL,2026-08-19 09:23,192.1999969482422,2026-08-20 09:06,193.6999969482422,0.78,Hacim satış yönünde belirgin arttı
PRZMA.IS,GÜÇLÜ AL,2026-08-19 09:23,81.5999984741211,2026-08-20 09:06,86.25,5.7,Hacim satış yönünde belirgin arttı
OSMEN.IS,GÜÇLÜ AL,2026-08-19 10:59,8.350000381469727,2026-08-20 09:06,8.279999732971191,-0.84,Hacim satış yönünde belirgin arttı
AKCNS.IS,AL,2026-08-19 14:08,246.10000610351562,2026-08-20 09:06,243.10000610351562,-1.22,MACD aşağı kesişim yaptı
GSDDE.IS,AL,2026-08-19 14:08,13.489999771118164,2026-08-20 09:06,13.890000343322754,2.97,Hacim satış yönünde belirgin arttı
A1YEN.IS,GÜÇLÜ AL,2026-08-19 14:59,2.8499999046325684,2026-08-20 09:06,2.7899999618530273,-2.11,Hacim satış yönünde belirgin arttı
MERCN.IS,GÜÇLÜ AL,2026-08-19 14:59,22.739999771118164,2026-08-20 09:06,21.6200008392334,-4.93,Hacim satış yönünde belirgin arttı
ARSAN.IS,AL,2026-08-19 15:18,3.8299999237060547,2026-08-20 09:06,3.75,-2.09,Hacim satış yönünde belirgin arttı
DIRIT.IS,AL,2026-08-19 15:18,28.0,2026-08-20 09:06,27.399999618530273,-2.14,MACD aşağı kesişim yaptı
EGGUB.IS,GÜÇLÜ AL,2026-08-19 16:04,103.4000015258789,2026-08-20 09:06,101.0,-2.32,Hacim satış yönünde belirgin arttı
DMSAS.IS,GÜÇLÜ AL,2026-08-17 11:56,8.989999771118164,2026-08-20 09:54,8.920000076293945,-0.78,MACD aşağı kesişim yaptı
MNDRS.IS,GÜÇLÜ AL,2026-08-19 09:23,11.010000228881836,2026-08-20 09:54,10.9399995803833,-0.64,MACD aşağı kesişim yaptı
SNICA.IS,AL,2026-08-20 09:06,3.4000000953674316,2026-08-20 09:54,3.4000000953674316,0.0,Fiyat EMA50'nin altında kapandı
AKSGY.IS,GÜÇLÜ AL,2026-08-18 11:02,9.890000343322754,2026-08-20 11:03,9.859999656677246,-0.3,Hacim satış yönünde belirgin arttı
DERIM.IS,GÜÇLÜ AL,2026-08-18 16:03,35.959999084472656,2026-08-20 11:03,38.15999984741211,6.12,Hacim satış yönünde belirgin arttı
ORGE.IS,GÜÇLÜ AL,2026-08-19 10:59,22.799999237060547,2026-08-20 11:03,23.6200008392334,3.6,Hacim satış yönünde belirgin arttı
SKTAS.IS,GÜÇLÜ AL,2026-08-19 14:59,3.369999885559082,2026-08-20 11:03,3.2300000190734863,-4.15,MACD aşağı kesişim yaptı; RSI 50'nin altına düştü; Hacim satış yönünde belirgin arttı; Fiyat EMA50'nin altında kapandı
ANGEN.IS,AL,2026-08-20 09:06,9.359999656677246,2026-08-20 11:03,9.329999923706055,-0.32,Fiyat EMA50'nin altında kapandı
NATEN.IS,AL,2026-08-20 09:06,5.739999771118164,2026-08-20 11:03,5.739999771118164,0.0,Fiyat EMA50'nin altında kapandı
TKNSA.IS,AL,2026-08-20 09:06,21.479999542236328,2026-08-20 11:03,20.100000381469727,-6.42,Hacim satış yönünde belirgin arttı
